task,difficulty,problem_id,num_nodes,num_edges,density,avg_degree,max_degree,min_degree,is_connected,num_components,avg_clustering,diameter,degree_range
MIS,easy,34,8,10,0.2222222222222222,2.5,4,1,False,2,0.4333333333333333,,3
MIS,easy,35,2,8,0.2222222222222222,8.0,5,0,False,3,0.31851851851851853,,5
MIS,easy,36,8,12,0.21818181818181817,3.0,5,0,False,3,0.35757575757575755,,5
MIS,easy,37,5,5,0.23809523809523808,2.0,4,1,False,2,0.0,,3
MIS,easy,38,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,39,9,11,0.16666666666666666,2.4444444444444446,7,0,False,3,0.20238095238095236,,7
MIS,easy,40,10,13,0.19696969696969696,2.6,7,1,False,2,0.31746031746031744,,6
MIS,easy,41,5,5,0.17857142857142858,2.0,3,0,False,3,0.0,,3
MIS,easy,42,4,5,0.3333333333333333,2.5,3,1,False,2,0.3888888888888889,,2
MIS,easy,43,11,16,0.17582417582417584,2.909090909090909,9,0,False,3,0.36507936507936506,,9
MIS,easy,44,7,17,0.37777777777777777,4.857142857142857,6,0,False,3,0.5533333333333333,,6
MIS,easy,45,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,46,3,4,0.14285714285714285,2.6666666666666665,3,0,False,4,0.0,,3
MIS,easy,47,6,11,0.39285714285714285,3.6666666666666665,5,1,False,2,0.5208333333333334,,4
MIS,easy,48,7,11,0.3055555555555556,3.142857142857143,5,1,False,2,0.31851851851851853,,4
MIS,easy,49,7,7,0.19444444444444445,2.0,6,1,False,2,0.0,,5
MIS,easy,50,8,8,0.17777777777777778,2.0,7,1,False,2,0.0,,6
MIS,easy,51,12,18,0.17142857142857143,3.0,10,0,False,3,0.1948148148148148,,10
MIS,easy,52,8,8,0.17777777777777778,2.0,7,1,False,2,0.0,,6
MIS,easy,53,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,54,5,5,0.23809523809523808,2.0,4,1,False,2,0.0,,3
MIS,easy,55,4,4,0.19047619047619047,2.0,3,0,False,3,0.0,,3
MIS,easy,56,4,10,0.15151515151515152,5.0,4,0,False,3,0.1111111111111111,,4
MIS,easy,57,8,10,0.2222222222222222,2.5,7,1,False,2,0.2761904761904762,,6
MIS,easy,58,1,7,0.19444444444444445,14.0,4,0,False,3,0.24074074074074073,,4
MIS,easy,59,5,9,0.42857142857142855,3.6,4,1,False,2,0.619047619047619,,3
MIS,easy,60,5,7,0.25,2.8,4,0,False,3,0.375,,4
MIS,easy,61,8,8,0.17777777777777778,2.0,7,1,False,2,0.0,,6
MIS,easy,62,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,63,4,6,0.4,3.0,3,1,False,2,0.5555555555555555,,2
MIS,easy,64,5,6,0.2857142857142857,2.4,3,1,False,2,0.33333333333333337,,2
MIS,easy,65,7,7,0.19444444444444445,2.0,6,1,False,2,0.0,,5
MIS,easy,66,6,6,0.21428571428571427,2.0,5,1,False,2,0.0,,4
MIS,easy,67,6,8,0.2857142857142857,2.6666666666666665,5,1,False,2,0.35833333333333334,,4
MIS,easy,68,5,12,0.26666666666666666,4.8,5,0,False,3,0.36666666666666664,,5
MIS,easy,69,9,9,0.16363636363636364,2.0,8,1,False,2,0.0,,7
MIS,easy,70,5,5,0.23809523809523808,2.0,4,1,False,2,0.0,,3
MIS,easy,71,12,17,0.14166666666666666,2.8333333333333335,8,0,False,3,0.27529761904761907,,8
MIS,easy,72,5,5,0.23809523809523808,2.0,3,1,False,2,0.0,,2
MIS,easy,73,4,11,0.16666666666666666,5.5,7,0,False,3,0.11507936507936507,,7
MIS,easy,74,5,6,0.2857142857142857,2.4,4,1,False,2,0.3095238095238095,,3
MIS,easy,75,6,6,0.21428571428571427,2.0,5,1,False,2,0.0,,4
MIS,easy,76,6,8,0.2857142857142857,2.6666666666666665,5,1,False,2,0.35833333333333334,,4
MIS,easy,77,4,4,0.26666666666666666,2.0,2,1,False,2,0.0,,1
MIS,easy,78,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,79,1,5,0.23809523809523808,10.0,3,0,False,3,0.33333333333333337,,3
MIS,easy,80,1,5,0.17857142857142858,10.0,4,0,False,3,0.0,,4
MIS,easy,81,5,8,0.38095238095238093,3.2,4,1,False,2,0.5,,3
MIS,easy,82,5,5,0.23809523809523808,2.0,4,1,False,2,0.0,,3
MIS,easy,83,4,6,0.4,3.0,3,1,False,2,0.5555555555555555,,2
MIS,easy,84,12,16,0.17582417582417584,2.6666666666666665,10,1,False,2,0.24047619047619048,,9
MIS,easy,85,10,26,0.3939393939393939,5.2,9,1,False,2,0.6279100529100529,,8
MIS,easy,86,9,9,0.16363636363636364,2.0,8,1,False,2,0.0,,7
MIS,easy,87,11,14,0.1794871794871795,2.5454545454545454,9,1,False,2,0.22435897435897434,,8
MIS,easy,88,8,9,0.13636363636363635,2.25,7,0,False,3,0.0,,7
MIS,easy,89,5,5,0.23809523809523808,2.0,4,1,False,2,0.0,,3
MIS,easy,90,10,10,0.15151515151515152,2.0,8,1,False,2,0.0,,7
MIS,easy,91,3,7,0.25,4.666666666666667,4,0,False,3,0.375,,4
MIS,easy,92,5,5,0.23809523809523808,2.0,2,1,False,2,0.0,,1
MIS,easy,93,8,9,0.16363636363636364,2.25,7,0,False,3,0.18614718614718614,,7
MIS,easy,94,10,16,0.24242424242424243,3.2,8,1,False,2,0.41230158730158734,,7
MIS,easy,95,10,16,0.24242424242424243,3.2,5,1,False,2,0.48055555555555557,,4
MIS,easy,96,8,9,0.2,2.25,7,1,False,2,0.20476190476190476,,6
MIS,easy,97,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,98,3,4,0.14285714285714285,2.6666666666666665,3,0,False,4,0.0,,3
MIS,easy,99,6,7,0.25,2.3333333333333335,5,1,False,2,0.2625,,4
MIS,easy,100,4,5,0.3333333333333333,2.5,3,1,False,2,0.3888888888888889,,2
MIS,easy,101,6,7,0.25,2.3333333333333335,5,1,False,2,0.2625,,4
MIS,easy,102,4,7,0.4666666666666667,3.5,3,1,False,2,0.6666666666666666,,2
MIS,easy,103,5,6,0.16666666666666666,2.4,5,0,False,3,0.0,,5
MIS,easy,104,7,10,0.2777777777777778,2.857142857142857,6,1,False,2,0.5407407407407407,,5
MIS,easy,105,9,11,0.2,2.4444444444444446,8,1,False,2,0.24891774891774893,,7
MIS,easy,106,5,5,0.23809523809523808,2.0,4,1,False,2,0.0,,3
MIS,easy,107,12,62,0.6813186813186813,10.333333333333334,11,1,False,2,0.7945732838589982,,10
MIS,easy,108,7,8,0.14545454545454545,2.2857142857142856,4,0,False,3,0.0,,4
MIS,easy,109,8,8,0.17777777777777778,2.0,6,1,False,2,0.0,,5
MIS,easy,110,6,12,0.42857142857142855,4.0,5,1,False,2,0.6166666666666667,,4
MIS,easy,111,5,5,0.17857142857142858,2.0,4,0,False,3,0.0,,4
MIS,easy,112,11,12,0.15384615384615385,2.1818181818181817,10,1,False,2,0.15555555555555556,,9
MIS,easy,113,9,11,0.2,2.4444444444444446,4,1,False,2,0.0,,3
MIS,easy,114,7,7,0.19444444444444445,2.0,5,1,False,2,0.0,,4
MIS,easy,115,13,15,0.14285714285714285,2.3076923076923075,12,1,False,2,0.1797979797979798,,11
MIS,easy,116,6,7,0.25,2.3333333333333335,5,1,False,2,0.2625,,4
MIS,easy,117,6,7,0.25,2.3333333333333335,3,1,False,2,0.2916666666666667,,2
MIS,easy,118,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,119,9,13,0.19696969696969696,2.888888888888889,8,0,False,3,0.35912698412698413,,8
MIS,easy,120,6,16,0.11764705882352941,5.333333333333333,12,0,False,3,0.11853832442067735,,12
MIS,easy,121,7,9,0.25,2.5714285714285716,4,1,False,2,0.3333333333333333,,3
MIS,easy,122,3,4,0.19047619047619047,2.6666666666666665,2,0,False,3,0.0,,2
MIS,easy,123,10,19,0.2878787878787879,3.8,6,1,False,2,0.0,,5
MIS,easy,124,8,8,0.17777777777777778,2.0,7,1,False,2,0.0,,6
MIS,easy,125,5,5,0.23809523809523808,2.0,4,1,False,2,0.0,,3
MIS,easy,126,10,17,0.25757575757575757,3.4,9,1,False,2,0.4328703703703704,,8
MIS,easy,127,5,7,0.25,2.8,4,0,False,3,0.375,,4
MIS,easy,128,9,11,0.2,2.4444444444444446,5,1,False,2,0.2303030303030303,,4
MIS,easy,129,6,8,0.2857142857142857,2.6666666666666665,5,1,False,2,0.525,,4
MIS,easy,130,13,14,0.13333333333333333,2.1538461538461537,8,1,False,2,0.1357142857142857,,7
MIS,easy,131,5,5,0.23809523809523808,2.0,4,1,False,2,0.0,,3
MIS,easy,132,13,13,0.12380952380952381,2.0,4,1,False,2,0.0,,3
MIS,easy,133,8,9,0.2,2.25,7,1,False,2,0.20476190476190476,,6
MIS,easy,134,5,6,0.2857142857142857,2.4,4,1,False,2,0.3095238095238095,,3
MIS,easy,135,10,15,0.22727272727272727,3.0,8,1,False,2,0.27579365079365076,,7
MIS,easy,136,8,10,0.2222222222222222,2.5,5,1,False,2,0.0,,4
MIS,easy,137,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,138,5,5,0.23809523809523808,2.0,4,1,False,2,0.0,,3
MIS,easy,139,11,14,0.1794871794871795,2.5454545454545454,9,1,False,2,0.13034188034188035,,8
MIS,easy,140,2,6,0.16666666666666666,6.0,4,0,False,3,0.0,,4
MIS,easy,141,4,4,0.26666666666666666,2.0,2,1,False,2,0.0,,1
MIS,easy,142,4,5,0.3333333333333333,2.5,3,1,False,2,0.3888888888888889,,2
MIS,easy,143,5,7,0.3333333333333333,2.8,3,1,False,2,0.38095238095238093,,2
MIS,easy,144,5,5,0.23809523809523808,2.0,4,1,False,2,0.0,,3
MIS,easy,145,3,14,0.2545454545454545,9.333333333333334,5,0,False,3,0.33333333333333337,,5
MIS,easy,146,10,12,0.18181818181818182,2.4,9,1,False,2,0.22685185185185186,,8
MIS,easy,147,9,17,0.3090909090909091,3.7777777777777777,7,1,False,2,0.4229437229437229,,6
MIS,easy,148,10,44,0.6666666666666666,8.8,9,1,False,2,0.8009259259259259,,8
MIS,easy,149,9,10,0.18181818181818182,2.2222222222222223,5,1,False,2,0.19696969696969696,,4
MIS,easy,150,7,7,0.19444444444444445,2.0,6,1,False,2,0.0,,5
MIS,easy,151,5,5,0.23809523809523808,2.0,2,1,False,2,0.0,,1
MIS,easy,152,5,8,0.38095238095238093,3.2,4,1,False,2,0.5,,3
MIS,easy,153,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,154,7,8,0.12121212121212122,2.2857142857142856,7,0,False,4,0.0,,7
MIS,easy,155,6,8,0.2857142857142857,2.6666666666666665,4,1,False,2,0.3125,,3
MIS,easy,156,5,5,0.23809523809523808,2.0,4,1,False,2,0.0,,3
MIS,easy,157,5,7,0.3333333333333333,2.8,4,1,False,2,0.42857142857142855,,3
MIS,easy,158,1,4,0.19047619047619047,8.0,3,0,False,3,0.0,,3
MIS,easy,159,6,21,0.175,7.0,6,0,False,3,0.0,,6
MIS,easy,160,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,161,4,5,0.3333333333333333,2.5,3,1,False,2,0.3888888888888889,,2
MIS,easy,162,7,7,0.19444444444444445,2.0,6,1,False,2,0.0,,5
MIS,easy,163,4,5,0.3333333333333333,2.5,2,1,False,2,0.0,,1
MIS,easy,164,12,12,0.13186813186813187,2.0,5,1,False,2,0.0,,4
MIS,easy,165,6,6,0.21428571428571427,2.0,5,1,False,2,0.0,,4
MIS,easy,166,5,5,0.23809523809523808,2.0,4,1,False,2,0.0,,3
MIS,easy,167,14,17,0.14166666666666666,2.4285714285714284,10,1,False,2,0.1486111111111111,,9
MIS,easy,168,11,12,0.15384615384615385,2.1818181818181817,4,1,False,2,0.16666666666666666,,3
MIS,easy,169,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,170,5,6,0.2857142857142857,2.4,4,1,False,2,0.3095238095238095,,3
MIS,easy,171,6,7,0.25,2.3333333333333335,5,1,False,2,0.2625,,4
MIS,easy,172,5,5,0.23809523809523808,2.0,4,1,False,2,0.0,,3
MIS,easy,173,5,5,0.23809523809523808,2.0,4,1,False,2,0.0,,3
MIS,easy,174,1,7,0.15555555555555556,14.0,6,0,False,3,0.0,,6
MIS,easy,175,6,7,0.25,2.3333333333333335,5,1,False,2,0.2625,,4
MIS,easy,176,7,10,0.15151515151515152,2.857142857142857,8,0,False,3,0.16964285714285712,,8
MIS,easy,177,5,5,0.1388888888888889,2.0,4,0,False,4,0.0,,4
MIS,easy,178,9,12,0.21818181818181817,2.6666666666666665,8,1,False,2,0.2824675324675325,,7
MIS,easy,179,4,4,0.26666666666666666,2.0,2,1,False,2,0.0,,1
MIS,easy,180,7,7,0.15555555555555556,2.0,6,0,False,3,0.0,,6
MIS,easy,181,5,4,0.19047619047619047,1.6,3,0,False,3,0.0,,3
MIS,easy,182,11,14,0.1794871794871795,2.5454545454545454,6,1,False,2,0.158974358974359,,5
MIS,easy,183,4,4,0.19047619047619047,2.0,3,0,False,3,0.0,,3
MIS,easy,184,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,185,8,19,0.4222222222222222,4.75,7,1,False,2,0.6257142857142857,,6
MIS,easy,186,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,187,13,13,0.12380952380952381,2.0,4,1,False,2,0.0,,3
MIS,easy,188,11,12,0.11428571428571428,2.1818181818181817,9,0,False,4,0.13518518518518519,,9
MIS,easy,189,4,4,0.19047619047619047,2.0,3,0,False,3,0.0,,3
MIS,easy,190,5,5,0.23809523809523808,2.0,4,1,False,2,0.0,,3
MIS,easy,191,10,17,0.18681318681318682,3.4,8,0,False,3,0.26224489795918365,,8
MIS,easy,192,8,9,0.2,2.25,7,1,False,2,0.20476190476190476,,6
MIS,easy,193,6,7,0.25,2.3333333333333335,5,1,False,2,0.2625,,4
MIS,easy,194,5,6,0.2857142857142857,2.4,4,1,False,2,0.3095238095238095,,3
MIS,easy,195,8,12,0.26666666666666666,3.0,7,1,False,2,0.38571428571428573,,6
MIS,easy,196,5,6,0.2857142857142857,2.4,4,1,False,2,0.3095238095238095,,3
MIS,easy,197,5,5,0.23809523809523808,2.0,4,1,False,2,0.0,,3
MIS,easy,198,11,11,0.14102564102564102,2.0,8,1,False,2,0.0,,7
MIS,easy,199,5,5,0.23809523809523808,2.0,4,1,False,2,0.0,,3
MIS,easy,200,8,12,0.26666666666666666,3.0,6,1,False,2,0.51,,5
MIS,easy,201,1,5,0.17857142857142858,10.0,4,0,False,3,0.0,,4
MIS,easy,202,8,12,0.21818181818181817,3.0,6,0,False,3,0.23636363636363633,,6
MIS,easy,203,12,12,0.13186813186813187,2.0,11,1,False,2,0.0,,10
MIS,easy,204,6,6,0.21428571428571427,2.0,3,1,False,2,0.0,,2
MIS,easy,205,6,6,0.21428571428571427,2.0,5,1,False,2,0.0,,4
MIS,easy,206,3,3,0.2,2.0,2,0,False,3,0.0,,2
MIS,easy,207,5,5,0.17857142857142858,2.0,4,0,False,3,0.0,,4
MIS,easy,208,9,12,0.21818181818181817,2.6666666666666665,8,1,False,2,0.32792207792207795,,7
MIS,easy,209,5,5,0.23809523809523808,2.0,4,1,False,2,0.0,,3
MIS,easy,210,8,11,0.24444444444444444,2.75,7,1,False,2,0.3142857142857143,,6
MIS,easy,211,6,7,0.25,2.3333333333333335,5,1,False,2,0.2625,,4
MIS,easy,212,7,7,0.19444444444444445,2.0,6,1,False,2,0.0,,5
MIS,easy,213,7,8,0.2222222222222222,2.2857142857142856,4,1,False,2,0.24074074074074073,,3
MIS,easy,214,12,30,0.32967032967032966,5.0,11,1,False,2,0.5189548546691404,,10
MIS,easy,215,7,9,0.25,2.5714285714285716,6,1,False,2,0.3111111111111111,,5
MIS,easy,216,5,5,0.23809523809523808,2.0,4,1,False,2,0.0,,3
MIS,easy,217,11,11,0.14102564102564102,2.0,8,1,False,2,0.0,,7
MIS,easy,218,5,5,0.23809523809523808,2.0,4,1,False,2,0.0,,3
MIS,easy,219,4,7,0.4666666666666667,3.5,3,1,False,2,0.6666666666666666,,2
MIS,easy,220,4,5,0.3333333333333333,2.5,3,1,False,2,0.3888888888888889,,2
MIS,easy,221,6,8,0.17777777777777778,2.6666666666666665,6,0,False,3,0.2066666666666667,,6
MIS,easy,222,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,223,5,5,0.17857142857142858,2.0,4,0,False,3,0.0,,4
MIS,easy,224,7,7,0.19444444444444445,2.0,6,1,False,2,0.0,,5
MIS,easy,225,6,6,0.16666666666666666,2.0,4,0,False,3,0.0,,4
MIS,easy,226,5,6,0.2857142857142857,2.4,3,1,False,2,0.0,,2
MIS,easy,227,13,28,0.26666666666666666,4.3076923076923075,10,1,False,2,0.4584126984126984,,9
MIS,easy,228,7,7,0.19444444444444445,2.0,5,1,False,2,0.0,,4
MIS,easy,229,4,9,0.13636363636363635,4.5,4,0,False,3,0.0,,4
MIS,easy,230,6,14,0.5,4.666666666666667,5,1,False,2,0.675,,4
MIS,easy,231,5,5,0.17857142857142858,2.0,4,0,False,3,0.0,,4
MIS,easy,232,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,233,1,5,0.23809523809523808,10.0,3,0,False,3,0.33333333333333337,,3
MIS,easy,234,8,12,0.26666666666666666,3.0,7,1,False,2,0.41904761904761906,,6
MIS,easy,235,7,7,0.19444444444444445,2.0,3,1,False,2,0.0,,2
MIS,easy,236,11,13,0.16666666666666666,2.3636363636363638,5,1,False,2,0.05897435897435897,,4
MIS,easy,237,6,7,0.25,2.3333333333333335,5,1,False,2,0.2625,,4
MIS,easy,238,11,12,0.15384615384615385,2.1818181818181817,10,1,False,2,0.15555555555555556,,9
MIS,easy,239,4,5,0.3333333333333333,2.5,3,1,False,2,0.3888888888888889,,2
MIS,easy,240,7,8,0.2222222222222222,2.2857142857142856,6,1,False,2,0.22962962962962966,,5
MIS,easy,241,7,8,0.2222222222222222,2.2857142857142856,6,1,False,2,0.22962962962962966,,5
MIS,easy,242,5,5,0.23809523809523808,2.0,4,1,False,2,0.0,,3
MIS,easy,243,1,12,0.18181818181818182,24.0,8,0,False,3,0.3978174603174603,,8
MIS,easy,244,5,9,0.16363636363636364,3.6,7,0,False,3,0.18614718614718614,,7
MIS,easy,245,14,16,0.13333333333333333,2.2857142857142856,10,1,False,2,0.0,,9
MIS,easy,246,9,19,0.34545454545454546,4.222222222222222,8,1,False,2,0.5051948051948052,,7
MIS,easy,247,7,7,0.15555555555555556,2.0,6,0,False,3,0.0,,6
MIS,easy,248,9,13,0.23636363636363636,2.888888888888889,7,1,False,2,0.12554112554112554,,6
MIS,easy,249,2,9,0.13636363636363635,9.0,5,0,False,3,0.0,,5
MIS,easy,250,6,7,0.25,2.3333333333333335,5,1,False,2,0.2625,,4
MIS,easy,251,10,21,0.2,4.2,10,0,False,3,0.47873015873015873,,10
MIS,easy,252,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,253,6,11,0.39285714285714285,3.6666666666666665,5,1,False,2,0.625,,4
MIS,easy,254,6,16,0.5714285714285714,5.333333333333333,5,1,False,2,0.75,,4
MIS,easy,255,11,18,0.23076923076923078,3.272727272727273,8,1,False,2,0.423992673992674,,7
MIS,easy,256,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,257,8,8,0.14545454545454545,2.0,5,0,False,3,0.0,,5
MIS,easy,258,7,7,0.19444444444444445,2.0,4,1,False,2,0.0,,3
MIS,easy,259,8,9,0.2,2.25,4,1,False,2,0.23333333333333334,,3
MIS,easy,260,6,10,0.35714285714285715,3.3333333333333335,5,1,False,2,0.5083333333333333,,4
MIS,easy,261,5,5,0.17857142857142858,2.0,3,0,False,3,0.0,,3
MIS,easy,262,10,13,0.19696969696969696,2.6,8,1,False,2,0.2837301587301587,,7
MIS,easy,263,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,264,11,12,0.15384615384615385,2.1818181818181817,7,1,False,2,0.10622710622710622,,6
MIS,easy,265,7,8,0.2222222222222222,2.2857142857142856,5,1,False,2,0.0,,4
MIS,easy,266,4,1,0.06666666666666667,0.5,1,0,False,5,0.0,,1
MIS,easy,267,5,8,0.38095238095238093,3.2,4,1,False,2,0.5476190476190476,,3
MIS,easy,268,7,7,0.19444444444444445,2.0,6,1,False,2,0.0,,5
MIS,easy,269,10,12,0.18181818181818182,2.4,9,1,False,2,0.33796296296296297,,8
MIS,easy,270,4,5,0.3333333333333333,2.5,2,1,False,2,0.0,,1
MIS,easy,271,10,12,0.18181818181818182,2.4,4,1,False,2,0.0,,3
MIS,easy,272,7,7,0.19444444444444445,2.0,6,1,False,2,0.0,,5
MIS,easy,273,5,6,0.2857142857142857,2.4,3,1,False,2,0.33333333333333337,,2
MIS,easy,274,9,18,0.32727272727272727,4.0,8,1,False,2,0.4898268398268399,,7
MIS,easy,275,5,5,0.23809523809523808,2.0,4,1,False,2,0.0,,3
MIS,easy,276,3,5,0.17857142857142858,3.3333333333333335,4,0,False,3,0.0,,4
MIS,easy,277,5,5,0.23809523809523808,2.0,4,1,False,2,0.0,,3
MIS,easy,278,4,5,0.3333333333333333,2.5,3,1,False,2,0.3888888888888889,,2
MIS,easy,279,5,5,0.23809523809523808,2.0,4,1,False,2,0.0,,3
MIS,easy,280,4,6,0.4,3.0,3,1,False,2,0.5555555555555555,,2
MIS,easy,281,10,15,0.22727272727272727,3.0,8,1,False,2,0.3759920634920635,,7
MIS,easy,282,5,4,0.19047619047619047,1.6,3,0,False,3,0.0,,3
MIS,easy,283,6,6,0.16666666666666666,2.0,5,0,False,3,0.0,,5
MIS,easy,284,8,9,0.2,2.25,4,1,False,2,0.06666666666666667,,3
MIS,easy,285,8,29,0.21323529411764705,7.25,12,0,False,3,0.4399286987522282,,12
MIS,easy,286,5,5,0.23809523809523808,2.0,4,1,False,2,0.0,,3
MIS,easy,287,6,7,0.25,2.3333333333333335,5,1,False,2,0.2625,,4
MIS,easy,288,5,7,0.3333333333333333,2.8,3,1,False,2,0.38095238095238093,,2
MIS,easy,289,8,10,0.2222222222222222,2.5,7,1,False,2,0.2761904761904762,,6
MIS,easy,290,6,6,0.21428571428571427,2.0,3,1,False,2,0.0,,2
MIS,easy,291,5,4,0.19047619047619047,1.6,2,0,False,3,0.0,,2
MIS,easy,292,14,14,0.11666666666666667,2.0,8,1,False,2,0.0,,7
MIS,easy,293,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,294,7,9,0.16363636363636364,2.5714285714285716,3,0,False,3,0.1515151515151515,,3
MIS,easy,295,5,5,0.23809523809523808,2.0,4,1,False,2,0.0,,3
MIS,easy,296,4,5,0.3333333333333333,2.5,3,1,False,2,0.3888888888888889,,2
MIS,easy,297,6,8,0.2857142857142857,2.6666666666666665,4,1,False,2,0.29166666666666663,,3
MIS,easy,298,7,8,0.2222222222222222,2.2857142857142856,6,1,False,2,0.22962962962962966,,5
MIS,easy,299,6,6,0.21428571428571427,2.0,5,1,False,2,0.0,,4
MIS,easy,300,9,10,0.15151515151515152,2.2222222222222223,8,0,False,3,0.16964285714285712,,8
MIS,easy,301,5,6,0.21428571428571427,2.4,4,0,False,3,0.2708333333333333,,4
MIS,easy,302,8,11,0.24444444444444444,2.75,7,1,False,2,0.36428571428571427,,6
MIS,easy,303,4,5,0.3333333333333333,2.5,3,1,False,2,0.3888888888888889,,2
MIS,easy,304,6,10,0.35714285714285715,3.3333333333333335,5,1,False,2,0.5083333333333333,,4
MIS,easy,305,6,13,0.08496732026143791,4.333333333333333,7,0,False,5,0.0,,7
MIS,easy,306,7,7,0.19444444444444445,2.0,5,1,False,2,0.0,,4
MIS,easy,307,9,9,0.16363636363636364,2.0,8,1,False,2,0.0,,7
MIS,easy,308,8,8,0.17777777777777778,2.0,4,1,False,2,0.0,,3
MIS,easy,309,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,310,5,5,0.23809523809523808,2.0,4,1,False,2,0.0,,3
MIS,easy,311,4,4,0.26666666666666666,2.0,3,1,False,2,0.0,,2
MIS,easy,312,12,44,0.36666666666666664,7.333333333333333,11,0,False,3,0.6347357503607504,,11
MIS,easy,313,5,5,0.23809523809523808,2.0,3,1,False,2,0.0,,2
MIS,easy,314,5,6,0.2857142857142857,2.4,4,1,False,2,0.3095238095238095,,3
